"Won_Series","Seed_Diff","Pyt_Win_Pct_Diff","eFG..Misc","TOV..Misc","ORB..Misc","FT.FGA.Misc","Opp.eFG..Misc","Opp.TOV..Misc","DRB..Misc","eFG..Misc_._Opponent","TOV..Misc_._Opponent","ORB..Misc_._Opponent","FT.FGA.Misc_._Opponent","Opp.eFG..Misc_._Opponent","Opp.TOV..Misc_._Opponent","DRB..Misc_._Opponent","Opp.FT.FGA.Misc_._Opponent","id"
1,7,0.280487804878049,0.515,13.8,32.8,0.254,0.481,12.6,70.4,0.478,14.1,32.9,0.254,0.483,13.7,66.9,0.265,"/teams/BOS/1985.htmlFirst"
1,1,0.0609756097560975,0.483,13,35.4,0.223,0.501,14.9,69.6,0.493,13.8,33.9,0.219,0.505,15.6,68.2,0.263,"/teams/DET/1985.htmlFirst"
1,5,0.231707317073171,0.497,14.2,35.4,0.258,0.467,16.1,65.6,0.502,15.4,32.2,0.287,0.495,13.8,67.5,0.257,"/teams/MIL/1985.htmlFirst"
1,3,0.134146341463415,0.497,16,37.4,0.331,0.494,15.7,66.6,0.486,13.4,27.5,0.2,0.491,15.3,68.2,0.226,"/teams/PHI/1985.htmlFirst"
1,5,0.048780487804878,0.491,13.2,33.6,0.253,0.516,17,66.1,0.517,15.6,33.2,0.272,0.501,15,68.5,0.269,"/teams/DEN/1985.htmlFirst"
1,7,0.280487804878049,0.551,15.7,33.8,0.235,0.485,13.7,67.1,0.497,16.3,29.8,0.246,0.498,15,68.3,0.24,"/teams/LAL/1985.htmlFirst"
0,1,-0.024390243902439,0.499,12.5,30.7,0.253,0.51,14.2,68.8,0.506,14.8,34,0.271,0.497,15.9,64.4,0.232,"/teams/DAL/1985.htmlFirst"
0,3,0.0487804878048781,0.507,16,37.4,0.213,0.487,15.2,67.4,0.483,15.8,29,0.257,0.469,15.7,65.3,0.238,"/teams/HOU/1985.htmlFirst"
1,3,0.121951219512195,0.515,13.8,32.8,0.254,0.481,12.6,70.4,0.483,13,35.4,0.223,0.501,14.9,69.6,0.245,"/teams/BOS/1985.htmlSemifinals"
0,1,0.0853658536585366,0.497,14.2,35.4,0.258,0.467,16.1,65.6,0.497,16,37.4,0.331,0.494,15.7,66.6,0.259,"/teams/MIL/1985.htmlSemifinals"
1,4,0.073170731707317,0.491,13.2,33.6,0.253,0.516,17,66.1,0.483,15.8,29,0.257,0.469,15.7,65.3,0.238,"/teams/DEN/1985.htmlSemifinals"
1,4,0.109756097560976,0.551,15.7,33.8,0.235,0.485,13.7,67.1,0.506,14.8,34,0.271,0.497,15.9,64.4,0.232,"/teams/LAL/1985.htmlSemifinals"
1,2,0.073170731707317,0.515,13.8,32.8,0.254,0.481,12.6,70.4,0.497,16,37.4,0.331,0.494,15.7,66.6,0.259,"/teams/BOS/1985.htmlFinals"
1,1,0.134146341463415,0.551,15.7,33.8,0.235,0.485,13.7,67.1,0.491,13.2,33.6,0.253,0.516,17,66.1,0.275,"/teams/LAL/1985.htmlFinals"
1,7,0.292682926829268,0.504,14.6,34.2,0.264,0.475,13.8,69.7,0.489,15.5,30.1,0.241,0.492,13.7,69.7,0.239,"/teams/BOS/1984.htmlFirst"
1,5,0.182926829268293,0.497,15,33.7,0.25,0.459,14.7,65.6,0.476,14.4,31.6,0.27,0.482,15.1,65.2,0.268,"/teams/MIL/1984.htmlFirst"
0,3,0.0365853658536585,0.497,16.9,34.6,0.299,0.484,16,65.9,0.501,16.1,34.6,0.24,0.494,17,67.8,0.292,"/teams/PHI/1984.htmlFirst"
0,1,-0.0121951219512195,0.482,12.7,36.7,0.25,0.5,14.8,67.7,0.499,16.7,33.4,0.284,0.491,17.8,68.1,0.281,"/teams/DET/1984.htmlFirst"
1,1,0.0121951219512195,0.503,13.6,31.7,0.245,0.503,14.4,65.7,0.49,14.3,30.7,0.271,0.492,13.8,66.6,0.226,"/teams/DAL/1984.htmlFirst"
1,7,0.158536585365854,0.536,16.1,33.7,0.236,0.487,14.3,66.6,0.49,15.3,32.4,0.268,0.505,16.1,66.9,0.266,"/teams/LAL/1984.htmlFirst"
0,3,0.0853658536585366,0.507,15.1,36.4,0.277,0.518,17,67.4,0.514,15.1,31.4,0.232,0.501,15.3,68.3,0.277,"/teams/POR/1984.htmlFirst"
1,5,0.0731707317073171,0.505,15.2,30.8,0.292,0.479,13.9,63.4,0.498,12.8,29.3,0.276,0.522,14.6,66.6,0.277,"/teams/UTA/1984.htmlFirst"
1,4,0.073170731707317,0.504,14.6,34.2,0.264,0.475,13.8,69.7,0.499,16.7,33.4,0.284,0.491,17.8,68.1,0.281,"/teams/BOS/1984.htmlSemifinals"
1,4,0.0975609756097561,0.497,15,33.7,0.25,0.459,14.7,65.6,0.501,16.1,34.6,0.24,0.494,17,67.8,0.292,"/teams/MIL/1984.htmlSemifinals"
1,3,0.0975609756097561,0.536,16.1,33.7,0.236,0.487,14.3,66.6,0.503,13.6,31.7,0.245,0.503,14.4,65.7,0.232,"/teams/LAL/1984.htmlSemifinals"
0,4,0.0121951219512195,0.505,15.2,30.8,0.292,0.479,13.9,63.4,0.514,15.1,31.4,0.232,0.501,15.3,68.3,0.277,"/teams/UTA/1984.htmlSemifinals"
1,1,0.0609756097560975,0.504,14.6,34.2,0.264,0.475,13.8,69.7,0.497,15,33.7,0.25,0.459,14.7,65.6,0.266,"/teams/BOS/1984.htmlFinals"
1,5,0.0853658536585366,0.536,16.1,33.7,0.236,0.487,14.3,66.6,0.514,15.1,31.4,0.232,0.501,15.3,68.3,0.277,"/teams/LAL/1984.htmlFinals"
